request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_84,21423.26,affordable_later,wait,2026-06-15:95400,2026-06-15,none,"INR 21423.26 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above INR 91300 (projected low INR 104263.86). A material obligation is Shared housing rent: INR 26200 on 2026-05-01. Confirmed forecast income includes INR 107995.68 on 2026-04-15; pending credits are excluded. Waiting uses the confirmed INR 103422.71 inflow on 2026-06-15 before the full payment. A single full payment first becomes safe on 2026-06-15. This preserves the user's stated priorities: emergency savings, travel. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_85,392399.89,not_affordable,not_recommended,none,,none,"Only IDR 392399.89 is safe today; no eligible plan can finish IDR 19304000 by 2024-04-26 while preserving the minimum balance of IDR 6396300. Baseline 90-day low: IDR 6788699.9 on 2024-03-14. A material obligation is Apartment rent transfer: IDR 2527000 on 2024-04-02. This is a forecast, not a guarantee of future cash flow."
request_86,46300,affordable_now,full_payment,2025-08-03:46300,2025-08-03,none,"INR 46300 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above INR 84900 (projected low INR 88514.77). A material obligation is Residential rent payment: INR 38800 on 2025-08-03. Confirmed forecast income includes INR 118388.18 on 2025-08-23; pending credits are excluded. This preserves the user's stated priorities: healthcare, family support. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_87,16918.38,not_affordable,not_recommended,none,,none,"Only INR 16918.38 is safe today; no eligible plan can finish INR 487900 by 2026-03-15 while preserving the minimum balance of INR 185900. Baseline 90-day low: INR 202818.39 on 2026-01-14. A material obligation is Landlord standing order: INR 74900 on 2026-02-04. This is a forecast, not a guarantee of future cash flow."
request_88,10735.77,affordable_with_plan,installments,2024-06-14:9045.23|2024-07-15:9045.23|2024-08-15:9045.23,2024-07-15,none,"ZAR 10735.77 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above ZAR 25800 (projected low ZAR 27490.54). A material obligation is Monthly rent: ZAR 9614 on 2024-07-01. Confirmed forecast income includes ZAR 34760 on 2024-06-15; pending credits are excluded. This exact provider offer has 3 payments, total cost ZAR 27135.69, and fee ZAR 1043.69; it is the highest-ranked safe eligible offer. A single full payment first becomes safe on 2024-07-15. This preserves the user's stated priorities: debt repayment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_89,9392480.16,affordable_with_plan,installments,2025-11-18:4768746.67|2025-12-16:4768746.67|2026-01-13:4768746.67,2026-01-15,stop:event_8335|reduce_to:event_8337:266760,"IDR 9392480.16 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above IDR 12534700 (projected low IDR 12938594.4). A material obligation is Shared housing rent: IDR 3819000 on 2025-12-02. Confirmed forecast income includes IDR 15200000 on 2025-11-15; pending credits are excluded. This exact provider offer has 3 payments, total cost IDR 14306240.01, and fee IDR 550240.01; it is the highest-ranked safe eligible offer. The 2 authorized flexible-spending adjustment(s) save about IDR 724703.77 per recurrence (stop Video streaming plan; reduce to IDR 266760 Monthly shopping spend) and are minimal for this plan. A single full payment first becomes safe on 2026-01-15. This preserves the user's stated priorities: emergency savings, housing. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_90,2560,affordable_now,full_payment,2026-07-06:2560,2026-07-06,none,"ZAR 2560 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above ZAR 7600 (projected low ZAR 28381.35). A material obligation is Monthly rent: ZAR 3234 on 2026-08-03. Confirmed forecast income includes ZAR 6518.56 on 2026-07-08; pending credits are excluded. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_91,316.2,affordable_later,wait,2024-11-15:1927.20,2024-11-15,none,"EUR 316.2 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above EUR 2100 (projected low EUR 2416.2). A material obligation is Shared housing rent: EUR 695.2 on 2024-09-04. Confirmed forecast income includes EUR 2387 on 2024-09-15; pending credits are excluded. Waiting uses the confirmed EUR 2387 inflow on 2024-11-15 before the full payment. A single full payment first becomes safe on 2024-11-15. This preserves the user's stated priorities: emergency savings, housing. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_92,34034,affordable_now,full_payment,2025-02-05:34034,2025-02-05,none,"ZAR 34034 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above ZAR 28100 (projected low ZAR 29782.62). A material obligation is Home association fee: ZAR 3762 on 2025-03-02. Confirmed forecast income includes ZAR 49280 on 2025-02-15; pending credits are excluded. This preserves the user's stated priorities: education, family support. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_93,1729.2,affordable_now,full_payment,2026-04-07:1729.20,2026-04-07,none,"USD 1729.2 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above USD 1900 (projected low USD 2002.58). A material obligation is Apartment rent transfer: USD 808.8 on 2026-05-02. Confirmed forecast income includes USD 2412 on 2026-04-15; pending credits are excluded. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_94,572,affordable_now,full_payment,2024-12-04:572,2024-12-04,none,"EUR 572 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above EUR 600 (projected low EUR 2039.24). A material obligation is Monthly rent: EUR 287.1 on 2025-01-03. Confirmed forecast income includes EUR 450.01 on 2024-12-08; pending credits are excluded. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_95,4648.03,not_affordable,not_recommended,none,,none,"Only INR 4648.03 is safe today; no eligible plan can finish INR 553000 by 2025-07-14 while preserving the minimum balance of INR 145500. Baseline 90-day low: INR 150148.03 on 2025-05-20. A material obligation is Residential rent payment: INR 62900 on 2025-06-04. This is a forecast, not a guarantee of future cash flow."
request_96,72758.97,affordable_with_plan,installments,2026-01-10:31269.33|2026-02-09:31269.33|2026-03-11:31269.33,2026-02-15,stop:event_8914,"INR 72758.97 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above INR 56500 (projected low INR 56694.26). A material obligation is Apartment rent transfer: INR 21400 on 2026-02-01. Confirmed forecast income includes INR 78231.04 on 2026-01-15; pending credits are excluded. This exact provider offer has 3 payments, total cost INR 93807.99, and fee INR 3607.99; it is the highest-ranked safe eligible offer. The 1 authorized flexible-spending adjustment(s) save about INR 775 per recurrence (stop Food delivery membership) and are minimal for this plan. A single full payment first becomes safe on 2026-02-15. This preserves the user's stated priorities: education, debt repayment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_97,1599.79,affordable_with_plan,installments,2024-03-19:8145.28|2024-04-19:8145.28|2024-05-20:8145.28,2024-04-15,none,"ZAR 1599.79 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above ZAR 29700 (projected low ZAR 31299.79). A material obligation is Landlord standing order: ZAR 11792 on 2024-04-02. Confirmed forecast income includes ZAR 35420 on 2024-03-15; pending credits are excluded. This exact provider offer has 3 payments, total cost ZAR 24435.84, and fee ZAR 939.84; it is the highest-ranked safe eligible offer. A single full payment first becomes safe on 2024-04-15. This preserves the user's stated priorities: debt repayment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_98,6553.27,affordable_later,wait,2025-10-15:27148,2025-10-15,none,"ZAR 6553.27 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above ZAR 30000 (projected low ZAR 33851.83). A material obligation is Residential rent payment: ZAR 7986 on 2025-09-03. Confirmed forecast income includes ZAR 33504.7 on 2025-08-15; pending credits are excluded. Waiting uses the confirmed ZAR 34835.16 inflow on 2025-10-15 before the full payment. A single full payment first becomes safe on 2025-10-15. This preserves the user's stated priorities: emergency savings, travel. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_99,17445.42,affordable_with_plan,full_payment,2026-07-04:18062,2026-07-15,stop:event_9188,"ZAR 17445.42 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above ZAR 49100 (projected low ZAR 49535.03). A material obligation is Building maintenance payment: ZAR 5115 on 2026-07-05. Confirmed forecast income includes ZAR 56980 on 2026-07-15; pending credits are excluded. The 1 authorized flexible-spending adjustment(s) save about ZAR 1051.6 per recurrence (stop Family streaming plan) and are minimal for this plan. A single full payment first becomes safe on 2026-07-15. This preserves the user's stated priorities: healthcare, retirement investment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_100,25169.03,affordable_with_plan,installments,2024-06-13:12866.19|2024-07-14:12866.19|2024-08-14:12866.19,2024-07-15,stop:event_9267,"ZAR 25169.03 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above ZAR 32500 (projected low ZAR 34583). A material obligation is Apartment rent transfer: ZAR 12716 on 2024-07-01. Confirmed forecast income includes ZAR 42680 on 2024-06-15; pending credits are excluded. This exact provider offer has 3 payments, total cost ZAR 38598.57, and fee ZAR 1484.57; it is the highest-ranked safe eligible offer. The 1 authorized flexible-spending adjustment(s) save about ZAR 1016.4 per recurrence (stop Streaming subscription) and are minimal for this plan. A single full payment first becomes safe on 2024-07-15. This preserves the user's stated priorities: emergency savings, housing. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_101,143500,affordable_now,full_payment,2025-11-03:143500,2025-11-03,none,"INR 143500 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above INR 187400 (projected low INR 194361.66). A material obligation is Property maintenance contribution: INR 30050 on 2025-11-03. Confirmed forecast income includes INR 254000 on 2025-11-15; pending credits are excluded. This preserves the user's stated priorities: education, family support. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_102,1716,affordable_with_plan,installments,2026-04-05:594.88|2026-05-05:594.88|2026-06-04:594.88,2026-04-05,none,"EUR 1716 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above EUR 900 (projected low EUR 3985.06). A material obligation is Shared housing rent: EUR 345.4 on 2026-05-03. Confirmed forecast income includes EUR 489.21 on 2026-04-08; pending credits are excluded. This exact provider offer has 3 payments, total cost EUR 1784.64, and fee EUR 68.64; it is the highest-ranked safe eligible offer. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_103,2146.56,not_affordable,not_recommended,none,,none,"Only INR 2146.56 is safe today; no eligible plan can finish INR 368300 by 2024-10-07 while preserving the minimum balance of INR 125500. Baseline 90-day low: INR 127646.56 on 2024-09-14. A material obligation is Monthly rent: INR 53400 on 2024-10-04. This is a forecast, not a guarantee of future cash flow."
request_104,17204,affordable_now,full_payment,2025-02-04:17204,2025-02-04,none,"ZAR 17204 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above ZAR 24700 (projected low ZAR 29546.81). A material obligation is Apartment rent transfer: ZAR 7920 on 2025-03-01. Confirmed forecast income includes ZAR 34493.26 on 2025-02-15; pending credits are excluded. This preserves the user's stated priorities: healthcare, family support. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_105,51146.87,affordable_with_plan,full_payment,2026-06-08:53500,2026-06-15,reduce_to:event_9720:1632,"INR 51146.87 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above INR 73900 (projected low INR 73930.8). A material obligation is Apartment rent transfer: INR 31200 on 2026-07-02. Confirmed forecast income includes INR 112806.97 on 2026-06-15; pending credits are excluded. The 1 authorized flexible-spending adjustment(s) save about INR 2383.93 per recurrence (reduce to INR 1632 Household shopping) and are minimal for this plan. A single full payment first becomes safe on 2026-06-15. This preserves the user's stated priorities: emergency savings, travel. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_106,463.22,affordable_later,wait,2025-02-15:2207.70,2025-02-15,none,"EUR 463.22 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above EUR 1200 (projected low EUR 1663.22). A material obligation is Landlord standing order: EUR 524.7 on 2024-12-03. Confirmed forecast income includes EUR 1815 on 2024-12-15; pending credits are excluded. Waiting uses the confirmed EUR 1815 inflow on 2025-02-15 before the full payment. A single full payment first becomes safe on 2025-02-15. This preserves the user's stated priorities: debt repayment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_107,2416.93,affordable_with_plan,installments,2025-05-08:878.59|2025-06-05:878.59|2025-07-03:878.59,2025-07-15,reduce_to:event_9959:42.5,"EUR 2416.93 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above EUR 1600 (projected low EUR 1609.71). A material obligation is Landlord standing order: EUR 693 on 2025-06-04. Confirmed forecast income includes EUR 2087 on 2025-05-15; pending credits are excluded. This exact provider offer has 3 payments, total cost EUR 2635.77, and fee EUR 101.37; it is the highest-ranked safe eligible offer. The 1 authorized flexible-spending adjustment(s) save about EUR 42.94 per recurrence (reduce to EUR 42.5 Quick-service meal) and are minimal for this plan. A single full payment first becomes safe on 2025-07-15. This preserves the user's stated priorities: education, debt repayment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_108,1717.38,not_affordable,not_recommended,none,2026-09-15,none,"Only ZAR 1717.38 is safe today; no eligible plan can finish ZAR 55308 by 2026-07-26 while preserving the minimum balance of ZAR 24100. Baseline 90-day low: ZAR 25817.39 on 2026-07-13. A material obligation is Building maintenance payment: ZAR 3366 on 2026-08-02. This is a forecast, not a guarantee of future cash flow."
request_109,472.9,affordable_with_plan,installments,2024-03-18:645.98|2024-04-18:645.98|2024-05-19:645.98,2024-05-15,stop:event_10080|stop:event_10081,"EUR 472.9 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above EUR 1700 (projected low EUR 1742.58). A material obligation is Apartment rent transfer: EUR 718.3 on 2024-04-02. Confirmed forecast income includes EUR 2395.68 on 2024-03-15; pending credits are excluded. This exact provider offer has 3 payments, total cost EUR 1937.94, and fee EUR 74.54; it is the highest-ranked safe eligible offer. The 2 authorized flexible-spending adjustment(s) save about EUR 73 per recurrence (stop Shared storage plan; stop Video streaming plan) and are minimal for this plan. A single full payment first becomes safe on 2024-05-15. This preserves the user's stated priorities: emergency savings, travel. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_110,22352,affordable_with_plan,installments,2025-08-06:7748.69|2025-09-03:7748.69|2025-10-01:7748.69,2025-08-06,none,"ZAR 22352 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above ZAR 11200 (projected low ZAR 52337.74). A material obligation is Monthly rent: ZAR 5148 on 2025-09-03. Confirmed forecast income includes ZAR 8286.01 on 2025-08-08; pending credits are excluded. This exact provider offer has 3 payments, total cost ZAR 23246.07, and fee ZAR 894.07; it is the highest-ranked safe eligible offer. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_111,16625000,affordable_now,full_payment,2026-04-03:16625000,2026-04-03,none,"IDR 16625000 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above IDR 23022800 (projected low IDR 57231649.4). A material obligation is Monthly rent: IDR 6422000 on 2026-04-04. Confirmed forecast income includes IDR 26220000 on 2026-04-15; pending credits are excluded. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_112,271.7,affordable_now,full_payment,2024-06-05:271.70,2024-06-05,none,"EUR 271.7 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above EUR 500 (projected low EUR 515.55). A material obligation is Landlord standing order: EUR 174.9 on 2024-07-01. Confirmed forecast income includes EUR 627 on 2024-06-15; pending credits are excluded. This preserves the user's stated priorities: education, debt repayment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_113,19576.63,affordable_later,wait,2026-10-15:36500,2026-10-15,none,"INR 19576.63 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above INR 82300 (projected low INR 88029.67). A material obligation is Landlord standing order: INR 27300 on 2026-10-02. Confirmed forecast income includes INR 107995.68 on 2026-09-15; pending credits are excluded. Waiting uses the confirmed INR 107995.68 inflow on 2026-10-15 before the full payment. A single full payment first becomes safe on 2026-10-15. This preserves the user's stated priorities: emergency savings, travel. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_114,54888.31,not_affordable,not_recommended,none,2026-01-15,none,"Only INR 54888.31 is safe today; no eligible plan can finish INR 65300 by 2026-01-14 while preserving the minimum balance of INR 113400. Baseline 90-day low: INR 168288.32 on 2026-01-14. A material obligation is Landlord standing order: INR 41700 on 2026-02-03. This is a forecast, not a guarantee of future cash flow."
request_115,14648.42,affordable_later,wait,2024-11-15:80500,2024-11-15,none,"INR 14648.42 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above INR 38800 (projected low INR 53448.43). A material obligation is Landlord standing order: INR 13300 on 2024-10-04. Confirmed forecast income includes INR 59000 on 2024-09-15; pending credits are excluded. Waiting uses the confirmed INR 59000 inflow on 2024-11-15 before the full payment. A single full payment first becomes safe on 2024-11-15. This preserves the user's stated priorities: debt repayment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_116,9179.83,not_affordable,not_recommended,none,,none,"Only INR 9179.83 is safe today; no eligible plan can finish INR 241200 by 2025-04-16 while preserving the minimum balance of INR 80300. Baseline 90-day low: INR 89479.83 on 2025-02-14. A material obligation is Residential rent payment: INR 41100 on 2025-03-01. This is a forecast, not a guarantee of future cash flow."
request_117,859.1,affordable_with_plan,full_payment,2026-07-05:880,2026-07-15,stop:event_10833,"EUR 859.1 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above EUR 1000 (projected low EUR 1001.11). A material obligation is Home association fee: EUR 102 on 2026-08-03. Confirmed forecast income includes EUR 1188 on 2026-07-15; pending credits are excluded. The 1 authorized flexible-spending adjustment(s) save about EUR 22 per recurrence (stop Family streaming plan) and are minimal for this plan. A single full payment first becomes safe on 2026-07-15. This preserves the user's stated priorities: healthcare, retirement investment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_118,649.88,affordable_with_plan,installments,2024-12-07:255.87|2025-01-07:255.87|2025-02-07:255.87,2024-12-15,none,"EUR 649.88 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above EUR 600 (projected low EUR 902.15). A material obligation is Monthly rent: EUR 234.3 on 2025-01-03. Confirmed forecast income includes EUR 1079.87 on 2024-12-15; pending credits are excluded. This exact provider offer has 3 payments, total cost EUR 767.61, and fee EUR 29.51; it is the highest-ranked safe eligible offer. A single full payment first becomes safe on 2024-12-15. This preserves the user's stated priorities: emergency savings, housing. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_119,59410.39,affordable_with_plan,installments,2025-05-18:70546.67|2025-06-15:70546.67|2025-07-13:70546.67,2025-06-15,reduce_to:event_11057:2370,"INR 59410.39 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above INR 151200 (projected low INR 153594.41). A material obligation is Property maintenance contribution: INR 17050 on 2025-05-05. Confirmed forecast income includes INR 171101.6 on 2025-05-15; pending credits are excluded. This exact provider offer has 3 payments, total cost INR 211640.01, and fee INR 8140.01; it is the highest-ranked safe eligible offer. The 1 authorized flexible-spending adjustment(s) save about INR 2528.4 per recurrence (reduce to INR 2370 Family dinner) and are minimal for this plan. A single full payment first becomes safe on 2025-06-15. This preserves the user's stated priorities: education, family support. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_120,7714000,affordable_now,full_payment,2026-04-06:7714000,2026-04-06,none,"IDR 7714000 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above IDR 20050300 (projected low IDR 20853488.04). A material obligation is Shared housing rent: IDR 7961000 on 2026-05-01. Confirmed forecast income includes IDR 23750000 on 2026-04-15; pending credits are excluded. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_121,633.6,affordable_now,full_payment,2024-03-03:633.60,2024-03-03,none,"USD 633.6 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above USD 800 (projected low USD 852.57). A material obligation is Landlord standing order: USD 351.6 on 2024-04-02. Confirmed forecast income includes USD 1009.6 on 2024-03-15; pending credits are excluded. This preserves the user's stated priorities: education, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_122,20558000,affordable_with_plan,installments,2025-08-05:7126773.33|2025-09-02:7126773.33|2025-09-30:7126773.33,2025-08-05,none,"IDR 20558000 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above IDR 12588500 (projected low IDR 48936333.18). A material obligation is Monthly rent: IDR 3724000 on 2025-09-03. Confirmed forecast income includes IDR 6327565.25 on 2025-08-08; pending credits are excluded. This exact provider offer has 3 payments, total cost IDR 21380319.99, and fee IDR 822319.99; it is the highest-ranked safe eligible offer. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_123,0,not_affordable,not_recommended,none,,none,"Only IDR 0 is safe today; no eligible plan can finish IDR 4076000 by 2026-03-28 while preserving the minimum balance of IDR 18091200. Baseline 90-day low: IDR 16283058.28 on 2026-04-05. A material obligation is Landlord standing order: IDR 6004000 on 2026-02-04. This is a forecast, not a guarantee of future cash flow."
request_124,1392.45,affordable_with_plan,installments,2024-06-11:1076.12|2024-07-12:1076.12|2024-08-12:1076.12,2024-07-15,stop:event_11448,"EUR 1392.45 is safe to pay today before optional cuts. The recommended installments keeps the 90-day balance at or above EUR 1600 (projected low EUR 1610.2). A material obligation is Apartment rent transfer: EUR 779.9 on 2024-07-01. Confirmed forecast income includes EUR 2629 on 2024-06-15; pending credits are excluded. This exact provider offer has 3 payments, total cost EUR 3228.36, and fee EUR 124.16; it is the highest-ranked safe eligible offer. The 1 authorized flexible-spending adjustment(s) save about EUR 34 per recurrence (stop Music service subscription) and are minimal for this plan. A single full payment first becomes safe on 2024-07-15. This preserves the user's stated priorities: debt repayment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_125,5834.63,not_affordable,not_recommended,none,2025-11-15,none,"Only ZAR 5834.63 is safe today; no eligible plan can finish ZAR 6468 by 2025-11-14 while preserving the minimum balance of ZAR 11300. Baseline 90-day low: ZAR 17134.63 on 2025-11-14. A material obligation is Landlord standing order: ZAR 3520 on 2025-12-02. This is a forecast, not a guarantee of future cash flow."
request_126,159600,affordable_now,full_payment,2026-07-03:159600,2026-07-03,none,"INR 159600 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above INR 129700 (projected low INR 186352.03). A material obligation is Residential rent payment: INR 43000 on 2026-07-03. Confirmed forecast income includes INR 61613.49 on 2026-07-08; pending credits are excluded. This preserves the user's stated priorities: retirement investment, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_127,7420.9,affordable_later,wait,2024-10-15:23980,2024-10-15,none,"ZAR 7420.9 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above ZAR 41000 (projected low ZAR 41949.92). A material obligation is Apartment rent transfer: ZAR 14652 on 2024-10-04. Confirmed forecast income includes ZAR 50160 on 2024-09-15; pending credits are excluded. Waiting uses the confirmed ZAR 50160 inflow on 2024-10-15 before the full payment. A single full payment first becomes safe on 2024-10-15. This preserves the user's stated priorities: emergency savings, housing. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_128,25168,affordable_now,full_payment,2025-02-07:25168,2025-02-07,none,"ZAR 25168 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above ZAR 42600 (projected low ZAR 43993.48). A material obligation is Home association fee: ZAR 5368 on 2025-03-02. Confirmed forecast income includes ZAR 55220 on 2025-02-15; pending credits are excluded. This preserves the user's stated priorities: education, family support. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_129,111.56,not_affordable,not_recommended,none,,none,"Only USD 111.56 is safe today; no eligible plan can finish USD 2668.8 by 2026-06-18 while preserving the minimum balance of USD 800. Baseline 90-day low: USD 911.57 on 2026-04-12. A material obligation is Apartment rent transfer: USD 300 on 2026-05-02. This is a forecast, not a guarantee of future cash flow."
request_130,373.3,affordable_later,wait,2025-01-15:1978.80,2025-01-15,none,"USD 373.3 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above USD 1400 (projected low USD 1491.3). A material obligation is Residential rent payment: USD 600 on 2025-01-03. Confirmed forecast income includes USD 2108.35 on 2024-12-15; pending credits are excluded. Waiting uses the confirmed USD 2955.07 inflow on 2025-01-15 before the full payment. A single full payment first becomes safe on 2025-01-15. This preserves the user's stated priorities: education, emergency savings. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_131,1134.42,not_affordable,not_recommended,none,2025-07-23,none,"Only USD 1134.42 is safe today; no eligible plan can finish USD 1855.2 by 2025-07-08 while preserving the minimum balance of USD 1100. Baseline 90-day low: USD 2234.43 on 2025-05-17. A material obligation is Residential rent payment: USD 373.2 on 2025-05-04. This is a forecast, not a guarantee of future cash flow."
request_132,261.98,affordable_later,wait,2026-01-15:379.86,2026-01-15,none,"USD 261.98 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above USD 1100 (projected low USD 1115.29). A material obligation is Landlord standing order: USD 321.6 on 2026-02-01. Confirmed forecast income includes USD 1193.4 on 2026-01-15; pending credits are excluded. Waiting uses the confirmed USD 1193.4 inflow on 2026-01-15 before the full payment. A single full payment first becomes safe on 2026-01-15. This preserves the user's stated priorities: emergency savings, travel. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_133,0,not_affordable,not_recommended,none,,none,"Only IDR 0 is safe today; no eligible plan can finish IDR 15770000 by 2024-03-29 while preserving the minimum balance of IDR 9986200. Baseline 90-day low: IDR 7989080.69 on 2024-06-04. A material obligation is Residential rent payment: IDR 3895000 on 2024-04-02. This is a forecast, not a guarantee of future cash flow."
request_134,4461408.12,affordable_later,wait,2025-10-15:21831000,2025-10-15,none,"IDR 4461408.12 is safe to pay today before optional cuts. The recommended wait keeps the 90-day balance at or above IDR 15902500 (projected low IDR 20363908.13). A material obligation is Apartment rent transfer: IDR 7600000 on 2025-09-03. Confirmed forecast income includes IDR 24510000 on 2025-08-15; pending credits are excluded. Waiting uses the confirmed IDR 24510000 inflow on 2025-10-15 before the full payment. A single full payment first becomes safe on 2025-10-15. This preserves the user's stated priorities: education, debt repayment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_135,283.18,affordable_with_plan,full_payment,2026-07-06:304.80,2026-07-15,stop:event_12413,"USD 283.18 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above USD 500 (projected low USD 501.39). A material obligation is Home association fee: USD 94 on 2026-08-05. Confirmed forecast income includes USD 828 on 2026-07-15; pending credits are excluded. The 1 authorized flexible-spending adjustment(s) save about USD 23 per recurrence (stop Video streaming plan) and are minimal for this plan. A single full payment first becomes safe on 2026-07-15. This preserves the user's stated priorities: healthcare, retirement investment. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_136,528.49,affordable_with_plan,full_payment,2024-06-03:560.40,2024-06-15,reduce_to:event_12498:27.2,"USD 528.49 is safe to pay today before optional cuts. The recommended full payment keeps the 90-day balance at or above USD 1100 (projected low USD 1108.5). A material obligation is Monthly rent: USD 357.6 on 2024-07-01. Confirmed forecast income includes USD 1548 on 2024-06-15; pending credits are excluded. The 1 authorized flexible-spending adjustment(s) save about USD 40.4 per recurrence (reduce to USD 27.2 Household shopping) and are minimal for this plan. A single full payment first becomes safe on 2024-06-15. This preserves the user's stated priorities: healthcare, family support. The recommendation is safe under the stated 90-day forecast, not guaranteed."
request_137,24172.14,not_affordable,not_recommended,none,,none,"Only INR 24172.14 is safe today; no eligible plan can finish INR 80100 by 2026-01-15 while preserving the minimum balance of INR 71800. Baseline 90-day low: INR 95972.14 on 2026-01-13. A material obligation is Monthly rent: INR 41776 on 2025-12-02. This is a forecast, not a guarantee of future cash flow."
